newindex,BaseDateTime,coordinate,envelope
580,2017-10-30T15:16:30,POINT (-80.05784313502069 25.86697843264668),"POLYGON ((-80.07784313502069 25.84697843264668, -80.03784313502069 25.84697843264668, -80.03784313502069 25.88697843264668, -80.07784313502069 25.88697843264668, -80.07784313502069 25.84697843264668))"
581,2017-10-30T15:16:09,POINT (-79.88570195070675 26.52409327132342),"POLYGON ((-79.90570195070674 26.50409327132342, -79.86570195070675 26.50409327132342, -79.86570195070675 26.54409327132342, -79.90570195070674 26.54409327132342, -79.90570195070674 26.50409327132342))"
582,2017-10-30T15:17:29,POINT (-79.87031772937804 26.53415236540188),"POLYGON ((-79.89031772937804 26.51415236540188, -79.85031772937805 26.51415236540188, -79.85031772937805 26.55415236540188, -79.89031772937804 26.55415236540188, -79.89031772937804 26.51415236540188))"
583,2017-10-30T15:16:18,POINT (-79.9334111651077 26.68812816247232),"POLYGON ((-79.9534111651077 26.66812816247232, -79.9134111651077 26.66812816247232, -79.9134111651077 26.70812816247232, -79.9534111651077 26.70812816247232, -79.9534111651077 26.66812816247232))"
584,2017-10-30T15:17:50,POINT (-80.02002372925811 26.01178561628752),"POLYGON ((-80.04002372925811 25.99178561628752, -80.00002372925812 25.99178561628752, -80.00002372925812 26.03178561628752, -80.04002372925811 26.03178561628752, -80.04002372925811 25.99178561628752))"
585,2017-10-30T15:16:34,POINT (-80.0055346858811 25.91911938582737),"POLYGON ((-80.0255346858811 25.89911938582737, -79.98553468588111 25.89911938582737, -79.98553468588111 25.93911938582737, -80.0255346858811 25.93911938582737, -80.0255346858811 25.89911938582737))"
586,2017-10-30T15:17:38,POINT (-80.00204261121068 26.57635733580797),"POLYGON ((-80.02204261121068 26.55635733580797, -79.98204261121069 26.55635733580797, -79.98204261121069 26.59635733580797, -80.02204261121068 26.59635733580797, -80.02204261121068 26.55635733580797))"
587,2017-10-30T15:17:16,POINT (-79.95369611900087 26.07882586910042),"POLYGON ((-79.97369611900086 26.05882586910042, -79.93369611900087 26.05882586910042, -79.93369611900087 26.09882586910042, -79.97369611900086 26.09882586910042, -79.97369611900086 26.05882586910042))"
588,2017-10-30T15:17:45,POINT (-80.01000692171401 25.934714751429),"POLYGON ((-80.030006921714 25.914714751429, -79.99000692171401 25.914714751429, -79.99000692171401 25.954714751429, -80.030006921714 25.954714751429, -80.030006921714 25.914714751429))"
589,2017-10-30T15:17:21,POINT (-79.90426328923181 26.12545272384069),"POLYGON ((-79.9242632892318 26.10545272384069, -79.88426328923181 26.10545272384069, -79.88426328923181 26.14545272384069, -79.9242632892318 26.14545272384069, -79.9242632892318 26.10545272384069))"
590,2017-10-30T15:16:39,POINT (-80.04921397899639 26.01125857233268),"POLYGON ((-80.06921397899639 25.99125857233268, -80.0292139789964 25.99125857233268, -80.0292139789964 26.03125857233268, -80.06921397899639 26.03125857233268, -80.06921397899639 25.99125857233268))"
591,2017-10-30T15:16:06,POINT (-79.94186843340756 26.18926064514895),"POLYGON ((-79.96186843340756 26.16926064514895, -79.92186843340757 26.16926064514895, -79.92186843340757 26.20926064514895, -79.96186843340756 26.20926064514895, -79.96186843340756 26.16926064514895))"
592,2017-10-30T15:17:03,POINT (-80.02846057765267 26.00703230605125),"POLYGON ((-80.04846057765266 25.98703230605125, -80.00846057765267 25.98703230605125, -80.00846057765267 26.02703230605125, -80.04846057765266 26.02703230605125, -80.04846057765266 25.98703230605125))"
593,2017-10-30T15:17:39,POINT (-80.00285562273126 25.86964398528795),"POLYGON ((-80.02285562273126 25.84964398528795, -79.98285562273126 25.84964398528795, -79.98285562273126 25.88964398528795, -80.02285562273126 25.88964398528795, -80.02285562273126 25.84964398528795))"
594,2017-10-30T15:16:12,POINT (-79.95326583999083 26.14080464254829),"POLYGON ((-79.97326583999083 26.12080464254829, -79.93326583999084 26.12080464254829, -79.93326583999084 26.16080464254829, -79.97326583999083 26.16080464254829, -79.97326583999083 26.12080464254829))"
595,2017-10-13T15:15:15,POINT (-79.9463978412665 25.82961231196176),"POLYGON ((-79.9663978412665 25.80961231196176, -79.92639784126651 25.80961231196176, -79.92639784126651 25.84961231196176, -79.9663978412665 25.84961231196176, -79.9663978412665 25.80961231196176))"
596,2017-10-27T15:16:32,POINT (-79.98990083594362 25.90651321835593),"POLYGON ((-80.00990083594361 25.88651321835593, -79.96990083594362 25.88651321835593, -79.96990083594362 25.92651321835593, -80.00990083594361 25.92651321835593, -80.00990083594361 25.88651321835593))"
597,2017-10-27T15:17:20,POINT (-80.04189151492328 26.15075140169709),"POLYGON ((-80.06189151492327 26.13075140169709, -80.02189151492328 26.13075140169709, -80.02189151492328 26.17075140169709, -80.06189151492327 26.17075140169709, -80.06189151492327 26.13075140169709))"
598,2017-10-09T15:54:38,POINT (-79.95202652914955 26.4898442003154),"POLYGON ((-79.97202652914955 26.4698442003154, -79.93202652914955 26.4698442003154, -79.93202652914955 26.5098442003154, -79.97202652914955 26.5098442003154, -79.97202652914955 26.4698442003154))"
599,2017-10-27T15:17:06,POINT (-80.04828892771619 26.001531649701),"POLYGON ((-80.06828892771618 25.981531649701, -80.02828892771619 25.981531649701, -80.02828892771619 26.021531649701, -80.06828892771618 26.021531649701, -80.06828892771618 25.981531649701))"
600,2017-11-07T16:16:32,POINT (-80.04606174533747 26.29679020114465),"POLYGON ((-80.06606174533746 26.27679020114465, -80.02606174533747 26.27679020114465, -80.02606174533747 26.31679020114465, -80.06606174533746 26.31679020114465, -80.06606174533746 26.27679020114465))"
601,2017-11-07T16:16:21,POINT (-79.98429154777477 26.28382824349295),"POLYGON ((-80.00429154777477 26.26382824349295, -79.96429154777478 26.26382824349295, -79.96429154777478 26.30382824349295, -80.00429154777477 26.30382824349295, -80.00429154777477 26.26382824349295))"
602,2017-11-07T16:17:03,POINT (-79.99077566591974 26.37992935070424),"POLYGON ((-80.01077566591974 26.35992935070425, -79.97077566591975 26.35992935070425, -79.97077566591975 26.39992935070424, -80.01077566591974 26.39992935070424, -80.01077566591974 26.35992935070425))"
603,2017-11-07T16:17:54,POINT (-79.94769345940709 26.39516192073891),"POLYGON ((-79.96769345940709 26.37516192073891, -79.9276934594071 26.37516192073891, -79.9276934594071 26.41516192073891, -79.96769345940709 26.41516192073891, -79.96769345940709 26.37516192073891))"
604,2017-11-07T16:16:40,POINT (-80.06674362064224 26.06849458643225),"POLYGON ((-80.08674362064224 26.04849458643225, -80.04674362064225 26.04849458643225, -80.04674362064225 26.08849458643225, -80.08674362064224 26.08849458643225, -80.08674362064224 26.04849458643225))"
605,2017-11-07T16:16:11,POINT (-79.97619299925962 26.48381042946219),"POLYGON ((-79.99619299925962 26.46381042946219, -79.95619299925963 26.46381042946219, -79.95619299925963 26.50381042946219, -79.99619299925962 26.50381042946219, -79.99619299925962 26.46381042946219))"
606,2017-11-07T16:17:46,POINT (-80.0178134855131 26.15231673652525),"POLYGON ((-80.0378134855131 26.13231673652525, -79.99781348551311 26.13231673652525, -79.99781348551311 26.17231673652525, -80.0378134855131 26.17231673652525, -80.0378134855131 26.13231673652525))"
607,2017-11-07T16:16:44,POINT (-80.00973391180581 26.46266782995067),"POLYGON ((-80.02973391180581 26.44266782995067, -79.98973391180581 26.44266782995067, -79.98973391180581 26.48266782995067, -80.02973391180581 26.48266782995067, -80.02973391180581 26.44266782995067))"
608,2017-11-07T16:16:20,POINT (-79.97168003112456 26.55029994254028),"POLYGON ((-79.99168003112456 26.53029994254029, -79.95168003112457 26.53029994254029, -79.95168003112457 26.57029994254028, -79.99168003112456 26.57029994254028, -79.99168003112456 26.53029994254029))"
609,2017-11-07T16:17:45,POINT (-80.01425730111679 26.45262205964552),"POLYGON ((-80.03425730111678 26.43262205964552, -79.99425730111679 26.43262205964552, -79.99425730111679 26.47262205964552, -80.03425730111678 26.47262205964552, -80.03425730111678 26.43262205964552))"
610,2017-11-07T16:17:38,POINT (-79.97216186455914 26.28708319276712),"POLYGON ((-79.99216186455914 26.26708319276712, -79.95216186455914 26.26708319276712, -79.95216186455914 26.30708319276712, -79.99216186455914 26.30708319276712, -79.99216186455914 26.26708319276712))"
611,2017-11-07T16:17:22,POINT (-79.9903056442717 26.44990604731172),"POLYGON ((-80.0103056442717 26.42990604731173, -79.9703056442717 26.42990604731173, -79.9703056442717 26.46990604731172, -80.0103056442717 26.46990604731172, -80.0103056442717 26.42990604731173))"
612,2017-11-10T15:17:49,POINT (-80.07907842012932 25.86725447614043),"POLYGON ((-80.09907842012932 25.84725447614043, -80.05907842012932 25.84725447614043, -80.05907842012932 25.88725447614043, -80.09907842012932 25.88725447614043, -80.09907842012932 25.84725447614043))"
613,2017-11-10T15:17:19,POINT (-79.93986210964951 25.72352834176208),"POLYGON ((-79.95986210964951 25.70352834176208, -79.91986210964951 25.70352834176208, -79.91986210964951 25.74352834176208, -79.95986210964951 25.74352834176208, -79.95986210964951 25.70352834176208))"
614,2017-11-10T15:16:14,POINT (-80.04171737260393 25.74238236017705),"POLYGON ((-80.06171737260392 25.72238236017705, -80.02171737260393 25.72238236017705, -80.02171737260393 25.76238236017705, -80.06171737260392 25.76238236017705, -80.06171737260392 25.72238236017705))"
615,2017-11-10T15:16:58,POINT (-80.03255381126715 25.97395133934593),"POLYGON ((-80.05255381126715 25.95395133934593, -80.01255381126715 25.95395133934593, -80.01255381126715 25.99395133934593, -80.05255381126715 25.99395133934593, -80.05255381126715 25.95395133934593))"
616,2017-11-10T15:16:35,POINT (-80.00874597657851 25.81047284036289),"POLYGON ((-80.02874597657851 25.79047284036289, -79.98874597657851 25.79047284036289, -79.98874597657851 25.83047284036289, -80.02874597657851 25.83047284036289, -80.02874597657851 25.79047284036289))"
617,2017-11-10T15:17:36,POINT (-79.92796873733309 25.81463781159445),"POLYGON ((-79.94796873733308 25.79463781159445, -79.90796873733309 25.79463781159445, -79.90796873733309 25.83463781159445, -79.94796873733308 25.83463781159445, -79.94796873733308 25.79463781159445))"
618,2017-11-18T16:15:32,POINT (-80.04477352336855 26.14635615088767),"POLYGON ((-80.06477352336854 26.12635615088767, -80.02477352336855 26.12635615088767, -80.02477352336855 26.16635615088767, -80.06477352336854 26.16635615088767, -80.06477352336854 26.12635615088767))"
619,2017-11-18T16:16:38,POINT (-80.05466871116985 26.21232000034874),"POLYGON ((-80.07466871116985 26.19232000034874, -80.03466871116986 26.19232000034874, -80.03466871116986 26.23232000034874, -80.07466871116985 26.23232000034874, -80.07466871116985 26.19232000034874))"
620,2017-11-18T16:15:10,POINT (-80.02821591616895 26.07128101866455),"POLYGON ((-80.04821591616894 26.05128101866455, -80.00821591616895 26.05128101866455, -80.00821591616895 26.09128101866455, -80.04821591616894 26.09128101866455, -80.04821591616894 26.05128101866455))"
621,2017-11-18T16:15:22,POINT (-80.05116699524002 26.25334909530659),"POLYGON ((-80.07116699524002 26.23334909530659, -80.03116699524003 26.23334909530659, -80.03116699524003 26.27334909530659, -80.07116699524002 26.27334909530659, -80.07116699524002 26.23334909530659))"
622,2017-11-18T16:16:32,POINT (-80.0358144371689 26.19026802154574),"POLYGON ((-80.05581443716889 26.17026802154574, -80.0158144371689 26.17026802154574, -80.0158144371689 26.21026802154574, -80.05581443716889 26.21026802154574, -80.05581443716889 26.17026802154574))"
623,2017-11-18T16:15:38,POINT (-79.98996142841703 26.10664704345206),"POLYGON ((-80.00996142841703 26.08664704345206, -79.96996142841704 26.08664704345206, -79.96996142841704 26.12664704345206, -80.00996142841703 26.12664704345206, -80.00996142841703 26.08664704345206))"
624,2017-11-18T16:16:40,POINT (-79.99365218621939 26.07700901601752),"POLYGON ((-80.01365218621939 26.05700901601752, -79.9736521862194 26.05700901601752, -79.9736521862194 26.09700901601752, -80.01365218621939 26.09700901601752, -80.01365218621939 26.05700901601752))"
625,2017-11-18T16:16:49,POINT (-80.02549108926193 26.19997765756048),"POLYGON ((-80.04549108926193 26.17997765756048, -80.00549108926194 26.17997765756048, -80.00549108926194 26.21997765756048, -80.04549108926193 26.21997765756048, -80.04549108926193 26.17997765756048))"
626,2017-11-18T16:15:20,POINT (-80.02081805755826 26.1412328563486),"POLYGON ((-80.04081805755825 26.1212328563486, -80.00081805755826 26.1212328563486, -80.00081805755826 26.1612328563486, -80.04081805755825 26.1612328563486, -80.04081805755825 26.1212328563486))"
627,2017-11-18T16:16:13,POINT (-80.02884749296777 26.19063521211923),"POLYGON ((-80.04884749296777 26.17063521211923, -80.00884749296777 26.17063521211923, -80.00884749296777 26.21063521211923, -80.04884749296777 26.21063521211923, -80.04884749296777 26.17063521211923))"
628,2017-11-18T16:15:58,POINT (-80.07254890660241 26.0820161474744),"POLYGON ((-80.0925489066024 26.0620161474744, -80.05254890660241 26.0620161474744, -80.05254890660241 26.1020161474744, -80.0925489066024 26.1020161474744, -80.0925489066024 26.0620161474744))"
629,2017-11-18T16:15:38,POINT (-80.05768975387336 26.07703788136231),"POLYGON ((-80.07768975387336 26.05703788136231, -80.03768975387337 26.05703788136231, -80.03768975387337 26.09703788136231, -80.07768975387336 26.09703788136231, -80.07768975387336 26.05703788136231))"
630,2017-11-18T16:15:28,POINT (-80.0447101216369 26.19614745668002),"POLYGON ((-80.06471012163689 26.17614745668002, -80.0247101216369 26.17614745668002, -80.0247101216369 26.21614745668002, -80.06471012163689 26.21614745668002, -80.06471012163689 26.17614745668002))"
631,2017-11-18T16:15:02,POINT (-80.08725398431712 26.08269650808167),"POLYGON ((-80.10725398431711 26.06269650808167, -80.06725398431712 26.06269650808167, -80.06725398431712 26.10269650808167, -80.10725398431711 26.10269650808167, -80.10725398431711 26.06269650808167))"
632,2017-11-18T16:16:41,POINT (-80.09213537106544 26.01058739689518),"POLYGON ((-80.11213537106543 25.99058739689518, -80.07213537106544 25.99058739689518, -80.07213537106544 26.03058739689518, -80.11213537106543 26.03058739689518, -80.11213537106543 25.99058739689518))"
633,2017-11-18T16:16:54,POINT (-80.0503934920615 26.1401614437999),"POLYGON ((-80.0703934920615 26.1201614437999, -80.03039349206151 26.1201614437999, -80.03039349206151 26.1601614437999, -80.0703934920615 26.1601614437999, -80.0703934920615 26.1201614437999))"
634,2017-11-18T16:16:46,POINT (-80.04256157337726 26.08412837208641),"POLYGON ((-80.06256157337725 26.06412837208641, -80.02256157337726 26.06412837208641, -80.02256157337726 26.10412837208641, -80.06256157337725 26.10412837208641, -80.06256157337725 26.06412837208641))"
635,2017-11-18T15:17:28,POINT (-80.00250554438952 26.83570835122595),"POLYGON ((-80.02250554438952 26.81570835122595, -79.98250554438953 26.81570835122595, -79.98250554438953 26.85570835122595, -80.02250554438952 26.85570835122595, -80.02250554438952 26.81570835122595))"
636,2017-11-18T15:17:29,POINT (-80.07586904431881 25.71566048404719),"POLYGON ((-80.0958690443188 25.6956604840472, -80.05586904431881 25.6956604840472, -80.05586904431881 25.73566048404719, -80.0958690443188 25.73566048404719, -80.0958690443188 25.6956604840472))"
637,2017-11-18T15:17:20,POINT (-80.00719531243745 26.73881159758586),"POLYGON ((-80.02719531243744 26.71881159758586, -79.98719531243745 26.71881159758586, -79.98719531243745 26.75881159758586, -80.02719531243744 26.75881159758586, -80.02719531243744 26.71881159758586))"
638,2017-11-19T15:16:33,POINT (-79.96326485079948 25.98875330641038),"POLYGON ((-79.98326485079947 25.96875330641038, -79.94326485079948 25.96875330641038, -79.94326485079948 26.00875330641038, -79.98326485079947 26.00875330641038, -79.98326485079947 25.96875330641038))"
639,2017-11-19T15:17:44,POINT (-79.96941107360701 25.99995862772879),"POLYGON ((-79.989411073607 25.9799586277288, -79.94941107360701 25.9799586277288, -79.94941107360701 26.01995862772879, -79.989411073607 26.01995862772879, -79.989411073607 25.9799586277288))"
640,2017-11-19T15:17:07,POINT (-80.00581089344739 25.72159055734762),"POLYGON ((-80.02581089344739 25.70159055734762, -79.98581089344739 25.70159055734762, -79.98581089344739 25.74159055734762, -80.02581089344739 25.74159055734762, -80.02581089344739 25.70159055734762))"
641,2017-11-19T15:16:05,POINT (-80.09210330142575 25.74648002589258),"POLYGON ((-80.11210330142575 25.72648002589258, -80.07210330142576 25.72648002589258, -80.07210330142576 25.76648002589258, -80.11210330142575 25.76648002589258, -80.11210330142575 25.72648002589258))"
